Andhra Pradesh,SRIKAKULAM,Moong(Green Gram),2003-04,Kharif,2012,Hectare,1095,Tonnes,0.544234592
Andhra Pradesh,SRIKAKULAM,Moong(Green Gram),2003-04,Rabi,33153,Hectare,15781,Tonnes,0.476005188
Andhra Pradesh,VISAKHAPATANAM,Moong(Green Gram),2001-02,Kharif,2369,Hectare,1144,Tonnes,0.482904179
Andhra Pradesh,VISAKHAPATANAM,Moong(Green Gram),2001-02,Rabi,2509,Hectare,765,Tonnes,0.304902352
Andhra Pradesh,VISAKHAPATANAM,Moong(Green Gram),2002-03,Kharif,2401,Hectare,363,Tonnes,0.151187005
Andhra Pradesh,VISAKHAPATANAM,Moong(Green Gram),2002-03,Rabi,1831,Hectare,467,Tonnes,0.255051884
Andhra Pradesh,VISAKHAPATANAM,Moong(Green Gram),2003-04,Kharif,2689,Hectare,1463,Tonnes,0.544068427
Andhra Pradesh,VISAKHAPATANAM,Moong(Green Gram),2003-04,Rabi,3232,Hectare,1092,Tonnes,0.337871287
Andhra Pradesh,VIZIANAGARAM,Moong(Green Gram),2001-02,Kharif,369,Hectare,178,Tonnes,0.482384824
Andhra Pradesh,VIZIANAGARAM,Moong(Green Gram),2001-02,Rabi,19742,Hectare,6989,Tonnes,0.354016817
